Name,Profile URL,Position,Age,Nationality,Market Value,Market Value (€),Club,Slug,Season
Jay Fulton,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,Central Midfield,30,Scotland,€1.20m,1200000.0,Swansea City,swansea-city,2023
Joe Allen,https://www.transfermarkt.com/joe-allen/profil/spieler/51452,Central Midfield,34,Wales,€300k,300000.0,Swansea City,swansea-city,2023
Liam Walsh,https://www.transfermarkt.com/liam-walsh/profil/spieler/314998,Central Midfield,26,England,€300k,300000.0,Swansea City,swansea-city,2023
Joel Cotterill,https://www.transfermarkt.com/joel-cotterill/profil/spieler/667516,Central Midfield,19,Wales,€75k,75000.0,Swansea City,swansea-city,2023
Daniel Watts,https://www.transfermarkt.com/daniel-watts/profil/spieler/766254,Central Midfield,18,Wales,-,,Swansea City,swansea-city,2023
Cameron Congreve,https://www.transfermarkt.com/cameron-congreve/profil/spieler/667506,Left Midfield,20,Wales,€350k,350000.0,Swansea City,swansea-city,2023
Azeem Abdulai,https://www.transfermarkt.com/azeem-abdulai/profil/spieler/859940,Left Midfield,21,Scotland,€200k,200000.0,Swansea City,swansea-city,2023
Oliver Cooper,https://www.transfermarkt.com/oliver-cooper/profil/spieler/504617,Attacking Midfield,24,Wales,€3.00m,3000000.0,Swansea City,swansea-city,2023
Jamie Paterson,https://www.transfermarkt.com/jamie-paterson/profil/spieler/156886,Attacking Midfield,32,England,€400k,400000.0,Swansea City,swansea-city,2023
Glory Nzingo,https://www.transfermarkt.com/glory-nzingo/profil/spieler/648042,Attacking Midfield,19,Ireland,-,,Swansea City,swansea-city,2023
Ben Lloyd,https://www.transfermarkt.com/ben-lloyd/profil/spieler/732109,Attacking Midfield,19,Wales,-,,Swansea City,swansea-city,2023
Przemyslaw Placheta,https://www.transfermarkt.com/przemyslaw-placheta/profil/spieler/383109,Left Winger,26,Poland,€1.00m,1000000.0,Swansea City,swansea-city,2023
Josh Ginnelly,https://www.transfermarkt.com/josh-ginnelly/profil/spieler/325104,Left Winger,27,England,€800k,800000.0,Swansea City,swansea-city,2023
Charles Sagoe Jr,https://www.transfermarkt.com/charles-sagoe-jr/profil/spieler/796037,Left Winger,19,England,€600k,600000.0,Swansea City,swansea-city,2023
Yannick Bolasie,https://www.transfermarkt.com/yannick-bolasie/profil/spieler/75471,Left Winger,35,DR Congo,€250k,250000.0,Swansea City,swansea-city,2023
Liam Smith,https://www.transfermarkt.com/liam-smith/profil/spieler/633658,Left Winger,20,Scotland,-,,Swansea City,swansea-city,2023
Aimar Govea,https://www.transfermarkt.com/aimar-govea/profil/spieler/1028956,Left Winger,18,Ecuador,-,,Swansea City,swansea-city,2023
Ronald,https://www.transfermarkt.com/ronald/profil/spieler/862554,Right Winger,23,Brazil,€1.80m,1800000.0,Swansea City,swansea-city,2023
Kyrell Wilson,https://www.transfermarkt.com/kyrell-wilson/profil/spieler/906428,Right Winger,19,England,-,,Swansea City,swansea-city,2023
Joël Piroe,https://www.transfermarkt.com/joel-piroe/profil/spieler/369962,Centre-Forward,24,Netherlands,€14.00m,14000000.0,Swansea City,swansea-city,2023
Jerry Yates,https://www.transfermarkt.com/jerry-yates/profil/spieler/351261,Centre-Forward,27,England,€3.50m,3500000.0,Swansea City,swansea-city,2023
Jamal Lowe,https://www.transfermarkt.com/jamal-lowe/profil/spieler/239949,Centre-Forward,29,Jamaica,€1.50m,1500000.0,Swansea City,swansea-city,2023
Mykola Kukharevych,https://www.transfermarkt.com/mykola-kukharevych/profil/spieler/730126,Centre-Forward,22,Ukraine,€1.50m,1500000.0,Swansea City,swansea-city,2023
Liam Cullen,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Centre-Forward,25,Wales,€1.20m,1200000.0,Swansea City,swansea-city,2023
Iwan Morgan,https://www.transfermarkt.com/iwan-morgan/profil/spieler/966671,Centre-Forward,18,Wales,-,,Swansea City,swansea-city,2023
Andy Fisher,https://www.transfermarkt.com/andy-fisher/profil/spieler/359199,Goalkeeper,25,England,€1.00m,1000000.0,Swansea City,swansea-city,2022
Steven Benda,https://www.transfermarkt.com/steven-benda/profil/spieler/381469,Goalkeeper,24,Germany,€400k,400000.0,Swansea City,swansea-city,2022
Andreas Søndergaard,https://www.transfermarkt.com/andreas-sondergaard/profil/spieler/462820,Goalkeeper,22,Denmark,€300k,300000.0,Swansea City,swansea-city,2022
Lewis Webb,https://www.transfermarkt.com/lewis-webb/profil/spieler/696749,Goalkeeper,21,Wales,€75k,75000.0,Swansea City,swansea-city,2022
Archie Matthews,https://www.transfermarkt.com/archie-matthews/profil/spieler/662240,Goalkeeper,21,England,-,,Swansea City,swansea-city,2022
Ben Cabango,https://www.transfermarkt.com/ben-cabango/profil/spieler/496659,Centre-Back,23,Wales,€13.00m,13000000.0,Swansea City,swansea-city,2022
Nathan Wood,https://www.transfermarkt.com/nathan-wood/profil/spieler/503990,Centre-Back,21,England,€5.00m,5000000.0,Swansea City,swansea-city,2022
Harry Darling,https://www.transfermarkt.com/harry-darling/profil/spieler/475554,Centre-Back,23,England,€1.80m,1800000.0,Swansea City,swansea-city,2022
Joel Latibeaudiere,https://www.transfermarkt.com/joel-latibeaudiere/profil/spieler/412823,Centre-Back,23,Jamaica,€1.00m,1000000.0,Swansea City,swansea-city,2022
Brandon Cooper,https://www.transfermarkt.com/brandon-cooper/profil/spieler/404381,Centre-Back,23,Wales,€300k,300000.0,Swansea City,swansea-city,2022
Ryan Manning,https://www.transfermarkt.com/ryan-manning/profil/spieler/262300,Left-Back,27,Ireland,€2.50m,2500000.0,Swansea City,swansea-city,2022
Nathanael Ogbeta,https://www.transfermarkt.com/nathanael-ogbeta/profil/spieler/433168,Left-Back,22,England,€500k,500000.0,Swansea City,swansea-city,2022
Lincoln McFayden,https://www.transfermarkt.com/lincoln-mcfayden/profil/spieler/647434,Left-Back,21,England,-,,Swansea City,swansea-city,2022
Matthew Sorinola,https://www.transfermarkt.com/matthew-sorinola/profil/spieler/690478,Right-Back,22,England,€1.00m,1000000.0,Swansea City,swansea-city,2022
Fin Stevens,https://www.transfermarkt.com/fin-stevens/profil/spieler/587019,Right-Back,20,Wales,€300k,300000.0,Swansea City,swansea-city,2022
Kyle Naughton,https://www.transfermarkt.com/kyle-naughton/profil/spieler/66219,Right-Back,34,England,€300k,300000.0,Swansea City,swansea-city,2022
Matt Grimes,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471,Defensive Midfield,27,England,€7.00m,7000000.0,Swansea City,swansea-city,2022
Luke Cundle,https://www.transfermarkt.com/luke-cundle/profil/spieler/532541,Central Midfield,21,England,€3.00m,3000000.0,Swansea City,swansea-city,2022
Jay Fulton,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,Central Midfield,29,Scotland,€1.20m,1200000.0,Swansea City,swansea-city,2022
Joe Allen,https://www.transfermarkt.com/joe-allen/profil/spieler/51452,Central Midfield,33,Wales,€900k,900000.0,Swansea City,swansea-city,2022
Liam Walsh,https://www.transfermarkt.com/liam-walsh/profil/spieler/314998,Central Midfield,25,England,€300k,300000.0,Swansea City,swansea-city,2022
Daniel Williams,https://www.transfermarkt.com/daniel-williams/profil/spieler/525969,Central Midfield,22,Wales,€100k,100000.0,Swansea City,swansea-city,2022
Joel Cotterill,https://www.transfermarkt.com/joel-cotterill/profil/spieler/667516,Central Midfield,18,Wales,-,,Swansea City,swansea-city,2022
Cameron Congreve,https://www.transfermarkt.com/cameron-congreve/profil/spieler/667506,Left Midfield,19,Wales,€400k,400000.0,Swansea City,swansea-city,2022
Azeem Abdulai,https://www.transfermarkt.com/azeem-abdulai/profil/spieler/859940,Left Midfield,20,Scotland,-,,Swansea City,swansea-city,2022
Oliver Cooper,https://www.transfermarkt.com/oliver-cooper/profil/spieler/504617,Attacking Midfield,23,Wales,€3.20m,3200000.0,Swansea City,swansea-city,2022
Olivier Ntcham,https://www.transfermarkt.com/olivier-ntcham/profil/spieler/224088,Attacking Midfield,27,Cameroon,€3.00m,3000000.0,Swansea City,swansea-city,2022
Jamie Paterson,https://www.transfermarkt.com/jamie-paterson/profil/spieler/156886,Attacking Midfield,31,England,€600k,600000.0,Swansea City,swansea-city,2022
Ben Lloyd,https://www.transfermarkt.com/ben-lloyd/profil/spieler/732109,Attacking Midfield,18,Wales,-,,Swansea City,swansea-city,2022
Armstrong Oko-Flex,https://www.transfermarkt.com/armstrong-oko-flex/profil/spieler/531461,Left Winger,21,Ireland,€500k,500000.0,Swansea City,swansea-city,2022
Liam Smith,https://www.transfermarkt.com/liam-smith/profil/spieler/633658,Left Winger,19,Scotland,-,,Swansea City,swansea-city,2022
Morgan Whittaker,https://www.transfermarkt.com/morgan-whittaker/profil/spieler/502075,Right Winger,22,England,€1.00m,1000000.0,Swansea City,swansea-city,2022
Joël Piroe,https://www.transfermarkt.com/joel-piroe/profil/spieler/369962,Centre-Forward,23,Netherlands,€10.00m,10000000.0,Swansea City,swansea-city,2022
Michael Obafemi,https://www.transfermarkt.com/michael-obafemi/profil/spieler/444208,Centre-Forward,22,Ireland,€5.00m,5000000.0,Swansea City,swansea-city,2022
Liam Cullen,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Centre-Forward,24,Wales,€1.20m,1200000.0,Swansea City,swansea-city,2022
Kyle Joseph,https://www.transfermarkt.com/kyle-joseph/profil/spieler/647395,Centre-Forward,21,Scotland,€500k,500000.0,Swansea City,swansea-city,2022
Josh Thomas,https://www.transfermarkt.com/josh-thomas/profil/spieler/551011,Centre-Forward,20,Wales,€50k,50000.0,Swansea City,swansea-city,2022
Andy Fisher,https://www.transfermarkt.com/andy-fisher/profil/spieler/359199,Goalkeeper,24,England,€600k,600000.0,Swansea City,swansea-city,2021
Ben Hamer,https://www.transfermarkt.com/ben-hamer/profil/spieler/67283,Goalkeeper,34,England,€300k,300000.0,Swansea City,swansea-city,2021
Steven Benda,https://www.transfermarkt.com/steven-benda/profil/spieler/381469,Goalkeeper,23,Germany,€250k,250000.0,Swansea City,swansea-city,2021
Lewis Webb,https://www.transfermarkt.com/lewis-webb/profil/spieler/696749,Goalkeeper,20,Wales,€100k,100000.0,Swansea City,swansea-city,2021
Josh Gould,https://www.transfermarkt.com/josh-gould/profil/spieler/609760,Goalkeeper,25,England,€100k,100000.0,Swansea City,swansea-city,2021
Nicolas Hansen,https://www.transfermarkt.com/nicolas-hansen/profil/spieler/469782,Goalkeeper,20,Denmark,-,,Swansea City,swansea-city,2021
Ben Cabango,https://www.transfermarkt.com/ben-cabango/profil/spieler/496659,Centre-Back,22,Wales,€8.00m,8000000.0,Swansea City,swansea-city,2021
Rhys Williams,https://www.transfermarkt.com/rhys-williams/profil/spieler/503679,Centre-Back,21,England,€4.00m,4000000.0,Swansea City,swansea-city,2021
Ryan Bennett,https://www.transfermarkt.com/ryan-bennett/profil/spieler/67252,Centre-Back,32,England,€1.00m,1000000.0,Swansea City,swansea-city,2021
Joel Latibeaudiere,https://www.transfermarkt.com/joel-latibeaudiere/profil/spieler/412823,Centre-Back,22,Jamaica,€700k,700000.0,Swansea City,swansea-city,2021
Brandon Cooper,https://www.transfermarkt.com/brandon-cooper/profil/spieler/404381,Centre-Back,22,Wales,€500k,500000.0,Swansea City,swansea-city,2021
Finley Burns,https://www.transfermarkt.com/finley-burns/profil/spieler/581681,Centre-Back,19,England,€300k,300000.0,Swansea City,swansea-city,2021
Ryan Manning,https://www.transfermarkt.com/ryan-manning/profil/spieler/262300,Left-Back,26,Ireland,€2.20m,2200000.0,Swansea City,swansea-city,2021
Jake Bidwell,https://www.transfermarkt.com/jake-bidwell/profil/spieler/121250,Left-Back,29,England,€1.80m,1800000.0,Swansea City,swansea-city,2021
Nathanael Ogbeta,https://www.transfermarkt.com/nathanael-ogbeta/profil/spieler/433168,Left-Back,21,England,€500k,500000.0,Swansea City,swansea-city,2021
Lincoln McFayden,https://www.transfermarkt.com/lincoln-mcfayden/profil/spieler/647434,Left-Back,20,England,-,,Swansea City,swansea-city,2021
Ethan Laird,https://www.transfermarkt.com/ethan-laird/profil/spieler/531679,Right-Back,20,England,€5.00m,5000000.0,Swansea City,swansea-city,2021
Cyrus Christie,https://www.transfermarkt.com/cyrus-christie/profil/spieler/158623,Right-Back,29,Ireland,€1.20m,1200000.0,Swansea City,swansea-city,2021
Kyle Naughton,https://www.transfermarkt.com/kyle-naughton/profil/spieler/66219,Right-Back,33,England,€600k,600000.0,Swansea City,swansea-city,2021
Matt Grimes,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471,Defensive Midfield,26,England,€7.00m,7000000.0,Swansea City,swansea-city,2021
Flynn Downes,https://www.transfermarkt.com/flynn-downes/profil/spieler/506189,Defensive Midfield,23,England,€2.00m,2000000.0,Swansea City,swansea-city,2021
Tivonge Rushesha,https://www.transfermarkt.com/tivonge-rushesha/profil/spieler/580980,Defensive Midfield,19,Zimbabwe,€150k,150000.0,Swansea City,swansea-city,2021
Jay Fulton,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,Central Midfield,28,Scotland,€1.20m,1200000.0,Swansea City,swansea-city,2021
Korey Smith,https://www.transfermarkt.com/korey-smith/profil/spieler/80435,Central Midfield,31,England,€800k,800000.0,Swansea City,swansea-city,2021
Liam Walsh,https://www.transfermarkt.com/liam-walsh/profil/spieler/314998,Central Midfield,24,England,€400k,400000.0,Swansea City,swansea-city,2021
Daniel Williams,https://www.transfermarkt.com/daniel-williams/profil/spieler/525969,Central Midfield,21,Wales,€150k,150000.0,Swansea City,swansea-city,2021
Joel Cotterill,https://www.transfermarkt.com/joel-cotterill/profil/spieler/667516,Central Midfield,17,Wales,-,,Swansea City,swansea-city,2021
Jordon Garrick,https://www.transfermarkt.com/jordon-garrick/profil/spieler/461559,Left Midfield,23,England,€250k,250000.0,Swansea City,swansea-city,2021
Cameron Congreve,https://www.transfermarkt.com/cameron-congreve/profil/spieler/667506,Left Midfield,18,Wales,-,,Swansea City,swansea-city,2021
Azeem Abdulai,https://www.transfermarkt.com/azeem-abdulai/profil/spieler/859940,Left Midfield,19,Scotland,-,,Swansea City,swansea-city,2021
Olivier Ntcham,https://www.transfermarkt.com/olivier-ntcham/profil/spieler/224088,Attacking Midfield,26,Cameroon,€3.00m,3000000.0,Swansea City,swansea-city,2021
Jamie Paterson,https://www.transfermarkt.com/jamie-paterson/profil/spieler/156886,Attacking Midfield,30,England,€1.80m,1800000.0,Swansea City,swansea-city,2021
Yan Dhanda,https://www.transfermarkt.com/yan-dhanda/profil/spieler/332340,Attacking Midfield,23,England,€800k,800000.0,Swansea City,swansea-city,2021
Oliver Cooper,https://www.transfermarkt.com/oliver-cooper/profil/spieler/504617,Attacking Midfield,22,Wales,€150k,150000.0,Swansea City,swansea-city,2021
Ben Lloyd,https://www.transfermarkt.com/ben-lloyd/profil/spieler/732109,Attacking Midfield,17,Wales,-,,Swansea City,swansea-city,2021
Hannes Wolf,https://www.transfermarkt.com/hannes-wolf/profil/spieler/321070,Right Winger,23,Austria,€5.00m,5000000.0,Swansea City,swansea-city,2021
Morgan Whittaker,https://www.transfermarkt.com/morgan-whittaker/profil/spieler/502075,Right Winger,21,England,€1.00m,1000000.0,Swansea City,swansea-city,2021
Joël Piroe,https://www.transfermarkt.com/joel-piroe/profil/spieler/369962,Centre-Forward,22,Netherlands,€8.00m,8000000.0,Swansea City,swansea-city,2021
Michael Obafemi,https://www.transfermarkt.com/michael-obafemi/profil/spieler/444208,Centre-Forward,21,Ireland,€2.50m,2500000.0,Swansea City,swansea-city,2021
Jamal Lowe,https://www.transfermarkt.com/jamal-lowe/profil/spieler/239949,Centre-Forward,27,Jamaica,€1.80m,1800000.0,Swansea City,swansea-city,2021
Kyle Joseph,https://www.transfermarkt.com/kyle-joseph/profil/spieler/647395,Centre-Forward,20,Scotland,€300k,300000.0,Swansea City,swansea-city,2021
Liam Cullen,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Centre-Forward,23,Wales,€300k,300000.0,Swansea City,swansea-city,2021
Freddie Woodman,https://www.transfermarkt.com/freddie-woodman/profil/spieler/226049,Goalkeeper,24,England,€10.00m,10000000.0,Swansea City,swansea-city,2020
Ben Hamer,https://www.transfermarkt.com/ben-hamer/profil/spieler/67283,Goalkeeper,33,England,€300k,300000.0,Swansea City,swansea-city,2020
Steven Benda,https://www.transfermarkt.com/steven-benda/profil/spieler/381469,Goalkeeper,22,Germany,€250k,250000.0,Swansea City,swansea-city,2020
Josh Gould,https://www.transfermarkt.com/josh-gould/profil/spieler/609760,Goalkeeper,24,England,€100k,100000.0,Swansea City,swansea-city,2020
Lewis Webb,https://www.transfermarkt.com/lewis-webb/profil/spieler/696749,Goalkeeper,19,Wales,€100k,100000.0,Swansea City,swansea-city,2020
Joe Rodon,https://www.transfermarkt.com/joe-rodon/profil/spieler/297212,Centre-Back,23,Wales,€10.00m,10000000.0,Swansea City,swansea-city,2020
Marc Guéhi,https://www.transfermarkt.com/marc-guehi/profil/spieler/392757,Centre-Back,20,England,€10.00m,10000000.0,Swansea City,swansea-city,2020
Ben Cabango,https://www.transfermarkt.com/ben-cabango/profil/spieler/496659,Centre-Back,21,Wales,€7.00m,7000000.0,Swansea City,swansea-city,2020
Ryan Bennett,https://www.transfermarkt.com/ryan-bennett/profil/spieler/67252,Centre-Back,31,England,€2.00m,2000000.0,Swansea City,swansea-city,2020
Joel Latibeaudiere,https://www.transfermarkt.com/joel-latibeaudiere/profil/spieler/412823,Centre-Back,21,Jamaica,€250k,250000.0,Swansea City,swansea-city,2020
Brandon Cooper,https://www.transfermarkt.com/brandon-cooper/profil/spieler/404381,Centre-Back,21,Wales,€250k,250000.0,Swansea City,swansea-city,2020
Cameron Evans,https://www.transfermarkt.com/cameron-evans/profil/spieler/535485,Centre-Back,20,Wales,€100k,100000.0,Swansea City,swansea-city,2020
Jake Bidwell,https://www.transfermarkt.com/jake-bidwell/profil/spieler/121250,Left-Back,28,England,€2.00m,2000000.0,Swansea City,swansea-city,2020
Ryan Manning,https://www.transfermarkt.com/ryan-manning/profil/spieler/262300,Left-Back,25,Ireland,€1.20m,1200000.0,Swansea City,swansea-city,2020
Declan John,https://www.transfermarkt.com/declan-john/profil/spieler/238585,Left-Back,26,Wales,€300k,300000.0,Swansea City,swansea-city,2020
Connor Roberts,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Right-Back,25,Wales,€4.50m,4500000.0,Swansea City,swansea-city,2020
Kyle Naughton,https://www.transfermarkt.com/kyle-naughton/profil/spieler/66219,Right-Back,32,England,€1.00m,1000000.0,Swansea City,swansea-city,2020
Kieron Freeman,https://www.transfermarkt.com/kieron-freeman/profil/spieler/158703,Right-Back,29,Wales,€600k,600000.0,Swansea City,swansea-city,2020
Matt Grimes,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471,Defensive Midfield,25,England,€7.00m,7000000.0,Swansea City,swansea-city,2020
Tivonge Rushesha,https://www.transfermarkt.com/tivonge-rushesha/profil/spieler/580980,Defensive Midfield,18,Zimbabwe,€150k,150000.0,Swansea City,swansea-city,2020
Conor Hourihane,https://www.transfermarkt.com/conor-hourihane/profil/spieler/61653,Central Midfield,30,Ireland,€3.50m,3500000.0,Swansea City,swansea-city,2020
Jay Fulton,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,Central Midfield,27,Scotland,€2.80m,2800000.0,Swansea City,swansea-city,2020
George Byers,https://www.transfermarkt.com/george-byers/profil/spieler/240083,Central Midfield,25,Scotland,€1.20m,1200000.0,Swansea City,swansea-city,2020
Korey Smith,https://www.transfermarkt.com/korey-smith/profil/spieler/80435,Central Midfield,30,England,€900k,900000.0,Swansea City,swansea-city,2020
Daniel Williams,https://www.transfermarkt.com/daniel-williams/profil/spieler/525969,Central Midfield,20,Wales,€150k,150000.0,Swansea City,swansea-city,2020
Jordon Garrick,https://www.transfermarkt.com/jordon-garrick/profil/spieler/461559,Left Midfield,22,England,€250k,250000.0,Swansea City,swansea-city,2020
Morgan Gibbs-White,https://www.transfermarkt.com/morgan-gibbs-white/profil/spieler/429014,Attacking Midfield,21,England,€7.00m,7000000.0,Swansea City,swansea-city,2020
Kasey Palmer,https://www.transfermarkt.com/kasey-palmer/profil/spieler/258216,Attacking Midfield,24,Jamaica,€1.80m,1800000.0,Swansea City,swansea-city,2020
Yan Dhanda,https://www.transfermarkt.com/yan-dhanda/profil/spieler/332340,Attacking Midfield,22,England,€1.00m,1000000.0,Swansea City,swansea-city,2020
Oliver Cooper,https://www.transfermarkt.com/oliver-cooper/profil/spieler/504617,Attacking Midfield,21,Wales,€150k,150000.0,Swansea City,swansea-city,2020
Kristoffer Peterson,https://www.transfermarkt.com/kristoffer-peterson/profil/spieler/186704,Left Winger,26,Sweden,€2.00m,2000000.0,Swansea City,swansea-city,2020
Barrie McKay,https://www.transfermarkt.com/barrie-mckay/profil/spieler/208934,Left Winger,26,Scotland,€600k,600000.0,Swansea City,swansea-city,2020
Wayne Routledge,https://www.transfermarkt.com/wayne-routledge/profil/spieler/14066,Left Winger,36,England,€250k,250000.0,Swansea City,swansea-city,2020
Paul Arriola,https://www.transfermarkt.com/paul-arriola/profil/spieler/189876,Right Winger,26,United States,€3.00m,3000000.0,Swansea City,swansea-city,2020
Morgan Whittaker,https://www.transfermarkt.com/morgan-whittaker/profil/spieler/502075,Right Winger,20,England,€1.00m,1000000.0,Swansea City,swansea-city,2020
Joel Asoro,https://www.transfermarkt.com/joel-asoro/profil/spieler/375391,Right Winger,22,Sweden,€450k,450000.0,Swansea City,swansea-city,2020
Jordan Morris,https://www.transfermarkt.com/jordan-morris/profil/spieler/337807,Centre-Forward,26,United States,€5.00m,5000000.0,Swansea City,swansea-city,2020
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,Centre-Forward,31,Ghana,€3.50m,3500000.0,Swansea City,swansea-city,2020
Jamal Lowe,https://www.transfermarkt.com/jamal-lowe/profil/spieler/239949,Centre-Forward,26,Jamaica,€2.00m,2000000.0,Swansea City,swansea-city,2020
Viktor Gyökeres,https://www.transfermarkt.com/viktor-gyokeres/profil/spieler/325443,Centre-Forward,23,Sweden,€1.00m,1000000.0,Swansea City,swansea-city,2020
Liam Cullen,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Centre-Forward,22,Wales,€300k,300000.0,Swansea City,swansea-city,2020
Freddie Woodman,https://www.transfermarkt.com/freddie-woodman/profil/spieler/226049,Goalkeeper,23,England,€3.20m,3200000.0,Swansea City,swansea-city,2019
Kristoffer Nordfeldt,https://www.transfermarkt.com/kristoffer-nordfeldt/profil/spieler/75890,Goalkeeper,31,Sweden,€800k,800000.0,Swansea City,swansea-city,2019
Erwin Mulder,https://www.transfermarkt.com/erwin-mulder/profil/spieler/56631,Goalkeeper,31,Netherlands,€600k,600000.0,Swansea City,swansea-city,2019
Steven Benda,https://www.transfermarkt.com/steven-benda/profil/spieler/381469,Goalkeeper,21,Germany,€100k,100000.0,Swansea City,swansea-city,2019
Josh Gould,https://www.transfermarkt.com/josh-gould/profil/spieler/609760,Goalkeeper,23,England,-,,Swansea City,swansea-city,2019
Mike van der Hoorn,https://www.transfermarkt.com/mike-van-der-hoorn/profil/spieler/187105,Centre-Back,27,Netherlands,€2.80m,2800000.0,Swansea City,swansea-city,2019
Marc Guéhi,https://www.transfermarkt.com/marc-guehi/profil/spieler/392757,Centre-Back,19,England,€2.70m,2700000.0,Swansea City,swansea-city,2019
Joe Rodon,https://www.transfermarkt.com/joe-rodon/profil/spieler/297212,Centre-Back,22,Wales,€2.00m,2000000.0,Swansea City,swansea-city,2019
Ben Wilmot,https://www.transfermarkt.com/ben-wilmot/profil/spieler/467599,Centre-Back,20,England,€1.80m,1800000.0,Swansea City,swansea-city,2019
Brandon Cooper,https://www.transfermarkt.com/brandon-cooper/profil/spieler/404381,Centre-Back,20,Wales,-,,Swansea City,swansea-city,2019
Cameron Evans,https://www.transfermarkt.com/cameron-evans/profil/spieler/535485,Centre-Back,19,Wales,-,,Swansea City,swansea-city,2019
Ben Cabango,https://www.transfermarkt.com/ben-cabango/profil/spieler/496659,Centre-Back,20,Wales,-,,Swansea City,swansea-city,2019
Jake Bidwell,https://www.transfermarkt.com/jake-bidwell/profil/spieler/121250,Left-Back,27,England,€1.60m,1600000.0,Swansea City,swansea-city,2019
Declan John,https://www.transfermarkt.com/declan-john/profil/spieler/238585,Left-Back,25,Wales,€650k,650000.0,Swansea City,swansea-city,2019
Connor Roberts,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Right-Back,24,Wales,€3.20m,3200000.0,Swansea City,swansea-city,2019
Kyle Naughton,https://www.transfermarkt.com/kyle-naughton/profil/spieler/66219,Right-Back,31,England,€2.40m,2400000.0,Swansea City,swansea-city,2019
Matt Grimes,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471,Defensive Midfield,24,England,€4.00m,4000000.0,Swansea City,swansea-city,2019
Tivonge Rushesha,https://www.transfermarkt.com/tivonge-rushesha/profil/spieler/580980,Defensive Midfield,17,Zimbabwe,-,,Swansea City,swansea-city,2019
Conor Gallagher,https://www.transfermarkt.com/conor-gallagher/profil/spieler/488362,Central Midfield,20,England,€5.40m,5400000.0,Swansea City,swansea-city,2019
Jay Fulton,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,Central Midfield,26,Scotland,€2.80m,2800000.0,Swansea City,swansea-city,2019
Tom Carroll,https://www.transfermarkt.com/tom-carroll/profil/spieler/121279,Central Midfield,28,England,€2.40m,2400000.0,Swansea City,swansea-city,2019
George Byers,https://www.transfermarkt.com/george-byers/profil/spieler/240083,Central Midfield,24,Scotland,€1.60m,1600000.0,Swansea City,swansea-city,2019
Kees de Boer,https://www.transfermarkt.com/kees-de-boer/profil/spieler/361121,Central Midfield,20,Netherlands,-,,Swansea City,swansea-city,2019
Jack Evans,https://www.transfermarkt.com/jack-evans/profil/spieler/411480,Central Midfield,22,Wales,-,,Swansea City,swansea-city,2019
Jordon Garrick,https://www.transfermarkt.com/jordon-garrick/profil/spieler/461559,Left Midfield,21,England,-,,Swansea City,swansea-city,2019
Bersant Celina,https://www.transfermarkt.com/bersant-celina/profil/spieler/229695,Attacking Midfield,23,Kosovo,€4.00m,4000000.0,Swansea City,swansea-city,2019
Yan Dhanda,https://www.transfermarkt.com/yan-dhanda/profil/spieler/332340,Attacking Midfield,21,England,€900k,900000.0,Swansea City,swansea-city,2019
Kristoffer Peterson,https://www.transfermarkt.com/kristoffer-peterson/profil/spieler/186704,Left Winger,25,Sweden,€1.60m,1600000.0,Swansea City,swansea-city,2019
Jefferson Montero,https://www.transfermarkt.com/jefferson-montero/profil/spieler/77932,Left Winger,30,Ecuador,€800k,800000.0,Swansea City,swansea-city,2019
Barrie McKay,https://www.transfermarkt.com/barrie-mckay/profil/spieler/208934,Left Winger,25,Scotland,€800k,800000.0,Swansea City,swansea-city,2019
Wayne Routledge,https://www.transfermarkt.com/wayne-routledge/profil/spieler/14066,Left Winger,35,England,€600k,600000.0,Swansea City,swansea-city,2019
Nathan Dyer,https://www.transfermarkt.com/nathan-dyer/profil/spieler/37011,Right Winger,32,England,€725k,725000.0,Swansea City,swansea-city,2019
Aldo Kalulu,https://www.transfermarkt.com/aldo-kalulu/profil/spieler/292822,Right Winger,24,DR Congo,€475k,475000.0,Swansea City,swansea-city,2019
Rhian Brewster,https://www.transfermarkt.com/rhian-brewster/profil/spieler/406560,Centre-Forward,20,England,€5.40m,5400000.0,Swansea City,swansea-city,2019
André Ayew,https://www.transfermarkt.com/andre-ayew/profil/spieler/45403,Centre-Forward,30,Ghana,€4.80m,4800000.0,Swansea City,swansea-city,2019
Borja Bastón,https://www.transfermarkt.com/borja-baston/profil/spieler/85324,Centre-Forward,27,Spain,€3.20m,3200000.0,Swansea City,swansea-city,2019
